,rid,onset,duration,label
128,128,198.0,-0.5,0.0
129,129,200.5,-0.5,0.0
130,130,201.0,0.0,0.0
131,131,204.5,-0.5,0.0
132,132,205.0,0.0,0.0
133,133,208.5,-0.5,0.0
134,134,209.0,-0.5,0.0
135,135,214.5,-0.5,0.0
136,136,215.0,-0.5,0.0
137,137,217.0,0.0,0.0
138,138,218.5,-0.5,0.0
139,139,219.5,-0.5,0.0
140,140,220.5,-0.5,0.0
141,141,221.5,-0.5,0.0
142,142,222.5,-0.5,0.0
143,143,223.5,-0.5,0.0
144,144,224.5,-0.5,0.0
145,145,225.0,0.0,0.0
146,146,226.0,0.0,0.0
147,147,234.5,-0.5,0.0
148,148,235.0,0.0,0.0
149,149,236.0,0.0,0.0
150,150,244.5,-0.5,0.0
151,151,245.0,0.0,0.0
152,152,254.0,-0.8333333,0.0
153,153,254.5,-0.5,0.0
154,154,255.0,0.0,0.0
155,155,256.5,-0.5,0.0
156,156,257.0,-0.5,0.0
157,157,260.0,-0.8333333,0.0
158,158,260.5,-0.5,0.0
159,159,261.0,0.0,0.0
160,160,262.5,-0.5,0.0
161,161,263.0,-0.75,0.0
162,162,268.0,-0.5,0.0
163,163,272.0,-0.5,0.0
164,164,278.0,-0.75,0.0
165,165,278.5,-0.5,0.0
166,166,279.0,-0.75,0.0
167,167,279.5,-0.5,0.0
168,168,280.0,-0.75,0.0
169,169,280.5,-0.5,0.0
170,170,281.0,-0.75,0.0
171,171,281.5,-0.5,0.0
172,172,282.0,-0.75,0.0
173,173,282.5,-0.5,0.0
174,174,283.0,-0.5,0.0
175,175,285.0,-0.5,0.0
176,176,287.0,-0.5,0.0
177,177,291.0,-0.5,0.0
178,178,291.5,-0.5,0.0
179,179,293.0,-0.5,0.0
180,180,295.0,-0.5,0.0
181,181,298.5,-0.8333333,0.0
182,182,299.0,-0.8333333,0.0
183,183,299.5,-0.8333333,0.0
184,184,300.0,-0.8333333,0.0
185,185,300.5,-0.8333333,0.0
186,186,301.0,-0.8333333,0.0
187,187,301.5,-0.8333333,0.0
188,188,302.0,-0.8333333,0.0
189,189,308.5,-0.5,0.0
190,190,310.5,-0.5,0.0
191,191,312.5,-0.5,0.0
192,192,316.5,-0.5,0.0
193,193,317.0,-0.5,0.0
194,194,318.5,-0.5,0.0
195,195,319.0,-0.5,0.0
196,196,320.5,-0.5,0.0
197,197,321.0,-0.5,0.0
198,198,322.5,-0.5,0.0
