,rid,onset,duration,label
123,123,348.5,0.0,0.0
124,124,350.5,0.0,0.0
125,125,356.5,0.0,0.0
126,126,359.0,0.0,0.0
127,127,360.5,0.0,0.0
128,128,363.0,0.0,0.0
129,129,368.5,0.0,0.0
130,130,370.0,0.0,0.0
131,131,372.5,0.0,0.0
132,132,385.75,-0.25,0.0
133,133,387.75,-0.25,0.0
134,134,391.5,0.0,0.0
135,135,406.5,0.0,0.0
136,136,407.0,0.0,0.0
137,137,408.5,0.0,0.0
138,138,409.5,0.0,0.0
139,139,410.0,0.0,0.0
140,140,418.5,0.0,0.0
141,141,420.0,0.0,0.0
142,142,420.5,0.0,0.0
143,143,422.0,0.0,0.0
144,144,422.5,0.0,0.0
145,145,424.0,0.0,0.0
146,146,424.5,0.0,0.0
147,147,428.0,0.0,0.0
148,148,428.5,0.0,0.0
149,149,429.0,0.0,0.0
150,150,429.5,0.0,0.0
151,151,430.0,0.0,0.0
152,152,431.0,0.0,0.0
153,153,432.5,0.0,0.0
154,154,436.0,0.0,0.0
155,155,436.5,0.0,0.0
156,156,437.0,0.0,0.0
157,157,437.5,0.0,0.0
158,158,438.0,-0.33333334,0.0
159,159,438.0,0.0,0.0
160,160,442.5,0.0,0.0
161,161,444.5,0.0,0.0
162,162,446.5,0.0,0.0
163,163,454.0,-0.33333334,0.0
164,164,454.5,0.0,0.0
165,165,455.0,-0.33333334,0.0
166,166,455.5,0.0,0.0
167,167,456.0,-0.33333334,0.0
168,168,456.5,0.0,0.0
169,169,457.0,-0.33333334,0.0
170,170,457.5,0.0,0.0
171,171,458.0,-0.33333334,0.0
172,172,458.5,0.0,0.0
173,173,459.0,-0.33333334,0.0
174,174,459.5,0.0,0.0
175,175,460.0,-0.33333334,0.0
176,176,460.5,0.0,0.0
177,177,461.0,-0.33333334,0.0
178,178,461.5,0.0,0.0
179,179,466.5,0.0,0.0
180,180,470.5,0.0,0.0
181,181,474.5,0.0,0.0
182,182,479.0,0.0,0.0
183,183,481.0,0.0,0.0
184,184,482.5,0.0,0.0
185,185,483.0,0.0,0.0
186,186,484.5,0.0,0.0
187,187,485.0,0.0,0.0
188,188,487.0,0.0,0.0
189,189,487.0,0.5,0.0
190,190,503.0,0.0,0.0
