,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.f,loudness_direction_basis.p,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.allegro,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
10,10,70.0,1.5,0.16666667,2,0.0,0.16666666666666652,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.00691244238987565,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.00691244238987565,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
11,11,69.0,1.6666666269302368,0.16666667,2,0.0,0.16666666666666674,0.0,0.0,0.0,0.0,1.0,0.0,1.6666666269302368,0.007680491544306278,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.007680491544306278,0.6666666666666666,0.33333333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
12,12,75.0,1.8333333730697632,0.16666667,2,0.0,0.16666666666666674,0.0,0.0,0.0,0.0,1.0,0.0,1.8333333730697632,0.008448541164398193,0.5905511811023622,0.348750697501395,0.20595513631972145,0.008448541164398193,0.8333333333333333,0.16666666666666674,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
13,13,62.0,0.0,1.0,2,1.0,0.16666666666666652,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.009216589853167534,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.009216589853167534,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,72.0,62.0,10.0
14,14,65.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.009216589853167534,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.009216589853167534,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,72.0,62.0,10.0
15,15,72.0,0.0,0.16666667,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.009216589853167534,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.009216589853167534,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,72.0,62.0,10.0
16,16,70.0,0.16666674613952637,0.16666667,2,0.0,0.16666666666666652,0.0,0.0,0.0,0.0,1.0,0.0,2.1666667461395264,0.009984639473259449,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.009984639473259449,0.16666666666666666,0.8333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
17,17,74.0,0.33333325386047363,0.16666667,2,0.0,0.16666666666666696,0.0,0.0,0.0,0.0,1.0,0.0,2.3333332538604736,0.01075268816202879,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.01075268816202879,0.3333333333333333,0.6666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
18,18,72.0,0.5,0.16666667,2,0.0,0.16666666666666652,0.0,0.0,0.0,0.0,1.0,0.0,2.5,0.011520737782120705,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.011520737782120705,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
19,19,70.0,0.6666667461395264,0.16666667,2,0.0,0.16666666666666652,0.0,0.0,0.0,0.0,1.0,0.0,2.6666667461395264,0.012288786470890045,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.012288786470890045,0.6666666666666666,0.33333333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
20,20,77.0,0.8333332538604736,0.16666667,2,0.0,0.16666666666666696,0.0,0.0,0.0,0.0,1.0,0.0,2.8333332538604736,0.013056835159659386,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.013056835159659386,0.8333333333333333,0.16666666666666674,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
21,21,74.0,1.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0138248847797513,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.0138248847797513,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
22,22,51.0,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.018433179706335068,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.018433179706335068,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,79.0,51.0,28.0
23,23,63.0,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.018433179706335068,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.018433179706335068,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,79.0,51.0,28.0
24,24,70.0,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.018433179706335068,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.018433179706335068,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,79.0,51.0,28.0
25,25,75.0,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.018433179706335068,0.5905511811023622,0.348750697501395,0.20595513631972145,0.018433179706335068,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,79.0,51.0,28.0
26,26,79.0,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.018433179706335068,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.018433179706335068,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,79.0,51.0,28.0
27,27,46.0,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,4.5,0.02073732763528824,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.02073732763528824,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,77.0,46.0,31.0
28,28,58.0,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,4.5,0.02073732763528824,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.02073732763528824,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,77.0,46.0,31.0
29,29,70.0,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,4.5,0.02073732763528824,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.02073732763528824,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,77.0,46.0,31.0
30,30,74.0,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,4.5,0.02073732763528824,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.02073732763528824,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,77.0,46.0,31.0
31,31,77.0,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,4.5,0.02073732763528824,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.02073732763528824,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,77.0,46.0,31.0
32,32,77.0,1.0,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.02304147556424141,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.02304147556424141,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
33,33,82.0,1.125,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,5.125,0.023617511615157127,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.023617511615157127,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
34,34,81.0,1.25,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,5.25,0.024193547666072845,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.024193547666072845,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
35,35,82.0,1.375,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,5.375,0.024769585579633713,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.024769585579633713,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
36,36,86.0,1.5,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,5.5,0.02534562163054943,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.02534562163054943,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,0.0
37,37,82.0,1.625,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,5.625,0.025921659544110298,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.025921659544110298,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
38,38,81.0,1.75,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,5.75,0.026497695595026016,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.026497695595026016,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
39,39,82.0,1.875,0.125,2,1.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,5.875,0.027073733508586884,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.027073733508586884,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
40,40,41.0,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0276497695595026,0.3228346456692913,0.10422220844441689,0.03364653973402435,0.0276497695595026,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,77.0,41.0,36.0
41,41,53.0,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0276497695595026,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.0276497695595026,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,77.0,41.0,36.0
42,42,72.0,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0276497695595026,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.0276497695595026,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,77.0,41.0,36.0
43,43,74.0,0.0,0.0,2,1.0,0.5,0.0,1.0,2.0,1.0,1.0,0.0,6.0,0.0276497695595026,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.0276497695595026,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,77.0,41.0,36.0
44,44,75.0,0.0,0.5,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0276497695595026,0.5905511811023622,0.348750697501395,0.20595513631972145,0.0276497695595026,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,4.0,77.0,41.0,36.0
45,45,77.0,0.0,0.0,2,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,6.0,0.0276497695595026,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.0276497695595026,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,77.0,41.0,36.0
46,46,46.0,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,6.5,0.029953917488455772,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.029953917488455772,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,74.0,46.0,28.0
47,47,58.0,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,6.5,0.029953917488455772,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.029953917488455772,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,74.0,46.0,28.0
48,48,70.0,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,6.5,0.029953917488455772,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.029953917488455772,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,74.0,46.0,28.0
49,49,74.0,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,6.5,0.029953917488455772,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.029953917488455772,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,74.0,46.0,28.0
50,50,46.0,0.0,1.0,2,1.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.036866359412670135,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.036866359412670135,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,58.0,46.0,12.0
51,51,50.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.036866359412670135,0.3937007874015748,0.15500031000062,0.06102374409473228,0.036866359412670135,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,58.0,46.0,12.0
52,52,58.0,0.0,0.75,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.036866359412670135,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.036866359412670135,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,58.0,46.0,12.0
53,53,60.0,0.75,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,8.75,0.04032257944345474,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.04032257944345474,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
54,54,62.0,0.875,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,8.875,0.04089861735701561,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.04089861735701561,0.875,0.125,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
55,55,48.0,1.0,1.0,2,1.0,0.16666666666666607,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.04147465527057648,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.04147465527057648,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,58.0,48.0,10.0
56,56,51.0,1.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.04147465527057648,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.04147465527057648,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,58.0,48.0,10.0
57,57,58.0,1.0,0.16666667,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.04147465527057648,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.04147465527057648,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,58.0,48.0,10.0
58,58,57.0,1.1666669845581055,0.16666667,2,0.0,0.16666666666666607,0.0,0.0,0.0,0.0,0.0,1.0,9.166666984558105,0.04224270582199097,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.04224270582199097,0.16666666666666666,0.8333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
