,rid,onset,duration,label
77,77,160.5,-0.5,0.0
78,78,161.0,-0.5,0.0
79,79,161.5,-0.5,0.0
80,80,168.5,-0.5,0.0
81,81,169.0,0.0,0.0
82,82,170.75,-0.75,0.0
83,83,172.75,-0.75,0.0
84,84,177.0,0.0,0.0
85,85,178.75,-0.75,0.0
86,86,180.75,-0.75,0.0
87,87,181.75,-0.75,0.0
88,88,184.5,-0.5,0.0
89,89,185.0,0.0,0.0
90,90,186.5,-0.5,0.0
91,91,187.5,-0.5,0.0
92,92,193.0,0.0,0.0
93,93,194.0,0.0,0.0
94,94,194.75,-0.75,0.0
95,95,195.0,0.0,0.0
96,96,196.75,-0.75,0.0
97,97,198.75,-0.75,0.0
98,98,199.75,-0.75,0.0
99,99,202.5,-0.5,0.0
100,100,203.0,0.0,0.0
101,101,204.0,-0.875,0.0
102,102,204.5,-0.875,0.0
103,103,205.0,-0.875,0.0
104,104,205.5,-0.875,0.0
105,105,206.0,-0.875,0.0
106,106,206.5,-0.875,0.0
107,107,207.0,-0.875,0.0
108,108,207.5,-0.875,0.0
109,109,208.0,-0.875,0.0
110,110,208.5,-0.875,0.0
111,111,209.0,-0.875,0.0
112,112,209.5,-0.875,0.0
113,113,210.0,-0.875,0.0
114,114,210.5,-0.875,0.0
115,115,211.0,-0.5,0.0
116,116,211.5,-0.5,0.0
117,117,212.0,-0.875,0.0
118,118,212.5,-0.875,0.0
119,119,213.0,-0.875,0.0
120,120,213.5,-0.875,0.0
121,121,214.0,-0.875,0.0
122,122,214.5,-0.875,0.0
123,123,215.0,-0.875,0.0
124,124,215.5,-0.875,0.0
125,125,216.0,-0.875,0.0
126,126,216.5,-0.875,0.0
127,127,217.0,-0.875,0.0
128,128,217.5,-0.875,0.0
129,129,218.0,-0.875,0.0
130,130,218.5,-0.875,0.0
131,131,219.0,-0.875,0.0
132,132,219.5,-0.875,0.0
133,133,220.0,-0.875,0.0
134,134,220.5,-0.875,0.0
135,135,221.0,-0.875,0.0
136,136,221.5,-0.875,0.0
137,137,222.0,-0.875,0.0
138,138,222.5,-0.875,0.0
139,139,223.0,-0.875,0.0
140,140,223.5,-0.875,0.0
141,141,224.0,-0.875,0.0
142,142,224.5,-0.875,0.0
143,143,225.0,-0.875,0.0
144,144,225.5,-0.875,0.0
145,145,226.0,-0.875,0.0
146,146,226.5,-0.875,0.0
147,147,227.0,0.0,0.0
148,148,228.0,0.0,0.0
149,149,228.5,-0.5,0.0
150,150,229.0,0.0,0.0
151,151,230.0,-0.875,0.0
152,152,230.5,-0.875,0.0
153,153,231.0,-0.875,0.0
154,154,231.5,-0.875,0.0
155,155,232.0,-0.875,0.0
156,156,232.5,-0.875,0.0
157,157,233.0,-0.875,0.0
158,158,233.5,-0.875,0.0
159,159,234.0,-0.875,0.0
160,160,234.5,-0.875,0.0
161,161,235.0,-0.875,0.0
162,162,235.5,-0.875,0.0
163,163,236.0,-0.875,0.0
164,164,236.5,-0.875,0.0
165,165,237.0,0.0,0.0
166,166,238.0,-0.75,0.0
167,167,238.5,-0.5,0.0
168,168,239.0,-0.75,0.0
169,169,240.0,-0.75,0.0
170,170,240.5,-0.5,0.0
171,171,241.0,-0.75,0.0
172,172,245.0,0.0,0.0
173,173,246.0,-0.75,0.0
174,174,246.5,-0.5,0.0
175,175,247.0,-0.75,0.0
176,176,248.0,-0.75,0.0
177,177,248.5,-0.5,0.0
178,178,249.0,-0.75,0.0
179,179,250.5,-0.5,0.0
180,180,252.5,-0.5,0.0
181,181,253.0,0.0,0.0
182,182,258.25,-0.75,0.0
183,183,258.5,-0.5,0.0
184,184,259.25,-0.75,0.0
185,185,259.5,-0.5,0.0
186,186,260.25,-0.75,0.0
187,187,260.5,-0.5,0.0
188,188,261.0,0.0,0.0
189,189,262.0,0.0,0.0
190,190,262.5,-0.5,0.0
191,191,263.0,0.0,0.0
192,192,264.0,-0.75,0.0
193,193,264.5,-0.5,0.0
194,194,265.0,-0.75,0.0
195,195,266.0,-0.75,0.0
196,196,266.5,-0.5,0.0
197,197,267.0,-0.75,0.0
198,198,270.5,-0.5,0.0
199,199,271.0,0.0,0.0
200,200,272.0,-0.75,0.0
201,201,272.5,-0.5,0.0
202,202,273.0,0.0,0.0
203,203,274.0,-0.75,0.0
204,204,274.5,-0.5,0.0
205,205,275.0,0.0,0.0
206,206,276.5,-0.5,0.0
207,207,277.5,-0.5,0.0
208,208,278.5,-0.5,0.0
209,209,279.0,0.0,0.0
210,210,280.0,-0.75,0.0
211,211,280.5,-0.5,0.0
212,212,281.0,0.0,0.0
213,213,282.0,-0.75,0.0
214,214,282.5,-0.5,0.0
215,215,283.0,-0.75,0.0
216,216,284.0,-0.75,0.0
217,217,284.25,-0.75,0.0
218,218,284.5,-0.75,0.0
219,219,284.75,-0.75,0.0
220,220,285.0,-0.75,0.0
221,221,285.25,-0.75,0.0
222,222,285.5,-0.75,0.0
223,223,285.75,-0.75,0.0
224,224,286.0,-0.75,0.0
225,225,286.5,-0.5,0.0
226,226,287.0,0.0,0.0
227,227,288.0,-0.75,0.0
228,228,288.25,-0.75,0.0
229,229,288.5,-0.75,0.0
230,230,288.75,-0.75,0.0
231,231,289.0,-0.75,0.0
232,232,289.25,-0.75,0.0
233,233,289.5,-0.75,0.0
234,234,289.75,-0.75,0.0
235,235,290.0,-0.5,0.0
236,236,290.5,-0.5,0.0
237,237,291.0,-0.5,0.0
238,238,291.5,-0.5,0.0
239,239,296.5,-0.5,0.0
240,240,297.0,0.0,0.0
241,241,298.0,-0.75,0.0
242,242,298.5,-0.5,0.0
243,243,299.0,0.0,0.0
244,244,300.0,-0.75,0.0
245,245,300.5,-0.5,0.0
246,246,301.0,-0.75,0.0
247,247,302.0,-0.75,0.0
248,248,302.25,-0.75,0.0
249,249,302.5,-0.75,0.0
250,250,302.75,-0.75,0.0
251,251,303.0,-0.75,0.0
252,252,303.25,-0.75,0.0
253,253,303.5,-0.75,0.0
254,254,303.75,-0.75,0.0
255,255,304.0,-0.75,0.0
256,256,304.5,-0.5,0.0
257,257,305.0,0.0,0.0
258,258,317.5,-0.5,0.0
259,259,318.0,-0.75,0.0
260,260,320.5,-0.5,0.0
261,261,321.0,0.0,0.0
262,262,328.5,-0.5,0.0
263,263,329.0,0.0,0.0
264,264,336.0,-0.75,0.0
265,265,338.5,-0.5,0.0
266,266,339.0,0.0,0.0
267,267,347.0,-0.5,0.0
268,268,348.0,-0.75,0.0
269,269,354.5,-0.5,0.0
270,270,355.0,-0.5,0.0
271,271,362.5,-0.5,0.0
272,272,363.0,0.0,0.0
273,273,364.0,0.0,0.0
274,274,364.5,-0.5,0.0
275,275,365.0,-0.5,0.0
276,276,366.0,-0.75,0.0
277,277,370.5,-0.5,0.0
278,278,371.5,-0.5,0.0
279,279,372.5,-0.5,0.0
280,280,373.0,0.0,0.0
281,281,381.5,-0.5,0.0
282,282,385.25,-0.75,0.0
283,283,385.75,-0.75,0.0
284,284,389.0,0.0,0.0
285,285,397.5,-0.5,0.0
286,286,405.0,0.0,0.0
287,287,406.75,-0.8125,0.0
288,288,406.75,-0.75,0.0
289,289,407.75,-0.8125,0.0
290,290,407.75,-0.75,0.0
291,291,410.5,-0.75,0.0
292,292,411.5,-0.75,0.0
293,293,412.5,-0.5,0.0
294,294,423.0,0.0,0.0
295,295,424.75,-0.75,0.0
296,296,425.75,-0.75,0.0
297,297,428.5,-0.75,0.0
298,298,430.5,-0.5,0.0
299,299,438.5,-0.5,0.0
300,300,441.0,-0.5,0.0
301,301,453.0,-0.5,0.0
302,302,458.0,-0.625,0.0
303,303,458.0,-0.5,0.0
304,304,459.0,-0.5,0.0
305,305,460.0,-0.5,0.0
306,306,461.0,-0.625,0.0
307,307,462.0,-0.5,0.0
308,308,463.0,-0.5,0.0
309,309,464.0,-0.625,0.0
310,310,465.0,-0.5,0.0
311,311,468.0,-0.75,0.0
312,312,474.0,-0.75,0.0
313,313,477.0,-0.5,0.0
314,314,480.0,-0.75,0.0
315,315,483.0,-0.75,0.0
316,316,488.0,-0.5,0.0
317,317,489.0,-0.5,0.0
318,318,491.0,-0.5,0.0
319,319,493.0,-0.75,0.0
320,320,502.5,-0.75,0.0
321,321,503.0,-0.5,0.0
322,322,504.0,-0.5,0.0
323,323,509.0,-0.625,0.0
324,324,509.0,-0.5,0.0
325,325,510.0,-0.5,0.0
326,326,511.0,-0.5,0.0
327,327,512.0,-0.625,0.0
328,328,513.0,-0.5,0.0
329,329,514.0,-0.5,0.0
330,330,515.0,-0.625,0.0
331,331,516.0,-0.5,0.0
332,332,521.0,-0.5,0.0
333,333,527.0,-0.5,0.0
334,334,528.0,-0.5,0.0
335,335,531.0,-0.5,0.0
336,336,534.0,-0.75,0.0
337,337,557.0,-0.5,0.0
