,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.f,loudness_direction_basis.p,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.adagio,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
10,10,77.0,0.0,4.0,6,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.016806723549962044,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.016806723549962044,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,77.0,58.0,19.0
11,11,68.0,1.5,0.5,6,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,7.5,0.021008403971791267,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.021008403971791267,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
12,12,67.0,2.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.02240896411240101,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.02240896411240101,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
13,13,67.0,3.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.02521008439362049,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.02521008439362049,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
14,14,75.0,4.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.028011204674839973,0.5905511811023622,0.348750697501395,0.20595513631972145,0.028011204674839973,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
15,15,73.0,5.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.030812324956059456,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.030812324956059456,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
16,16,60.0,0.0,1.5,6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.03361344709992409,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.03361344709992409,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,72.0,60.0,12.0
17,17,64.0,0.0,4.0,6,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.03361344709992409,0.5039370078740157,0.25395250790501583,0.127976066975756,0.03361344709992409,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,72.0,60.0,12.0
18,18,67.0,0.0,4.0,6,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.03361344709992409,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.03361344709992409,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,72.0,60.0,12.0
19,19,72.0,0.0,6.0,6,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.03361344709992409,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.03361344709992409,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,72.0,60.0,12.0
20,20,61.0,1.5,0.5,6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,13.5,0.03781512752175331,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.03781512752175331,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0
21,21,60.0,2.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.03921568766236305,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.03921568766236305,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
22,22,60.0,3.0,3.0,6,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.042016807943582535,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.042016807943582535,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
23,23,65.0,4.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.04481792822480202,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.04481792822480202,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,68.0,65.0,3.0
24,24,68.0,4.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.04481792822480202,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.04481792822480202,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,68.0,65.0,3.0
25,25,67.0,5.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0476190485060215,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.0476190485060215,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,70.0,67.0,3.0
26,26,70.0,5.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0476190485060215,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.0476190485060215,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,70.0,67.0,3.0
27,27,49.0,0.0,6.0,6,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.05042016878724098,0.3858267716535433,0.14886229772459544,0.05743505975200927,0.05042016878724098,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,70.0,49.0,21.0
28,28,61.0,0.0,4.5,6,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.05042016878724098,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.05042016878724098,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,70.0,49.0,21.0
29,29,67.0,0.0,1.5,6,0.0,4.5,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.05042016878724098,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.05042016878724098,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,70.0,49.0,21.0
30,30,70.0,0.0,1.5,6,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.05042016878724098,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.05042016878724098,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,70.0,49.0,21.0
31,31,65.0,1.5,0.5,6,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,19.5,0.054621849209070206,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.054621849209070206,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,68.0,65.0,3.0
32,32,68.0,1.5,0.5,6,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,19.5,0.054621849209070206,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.054621849209070206,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,68.0,65.0,3.0
33,33,64.0,2.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.05602240934967995,0.5039370078740157,0.25395250790501583,0.127976066975756,0.05602240934967995,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,67.0,64.0,3.0
34,34,67.0,2.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.05602240934967995,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.05602240934967995,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,67.0,64.0,3.0
35,35,65.0,3.0,4.5,6,0.0,4.5,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.05882352963089943,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.05882352963089943,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,68.0,65.0,3.0
36,36,68.0,3.0,4.5,6,0.0,4.5,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.05882352963089943,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.05882352963089943,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,68.0,65.0,3.0
37,37,60.0,4.5,0.5,6,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,22.5,0.06302521377801895,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.06302521377801895,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
38,38,59.0,5.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.06442577391862869,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.06442577391862869,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
39,39,48.0,0.0,6.0,6,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.06722689419984818,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.06722689419984818,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,60.0,48.0,12.0
40,40,60.0,0.0,6.0,6,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.06722689419984818,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.06722689419984818,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,60.0,48.0,12.0
41,41,67.0,1.5,0.5,6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,25.5,0.0714285746216774,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.0714285746216774,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,70.0,67.0,3.0
42,42,70.0,1.5,0.5,6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,25.5,0.0714285746216774,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.0714285746216774,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,70.0,67.0,3.0
43,43,65.0,2.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,0.07282913476228714,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.07282913476228714,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,68.0,65.0,3.0
44,44,68.0,2.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,0.07282913476228714,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.07282913476228714,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,68.0,65.0,3.0
45,45,64.0,3.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.07563025504350662,0.5039370078740157,0.25395250790501583,0.127976066975756,0.07563025504350662,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,67.0,64.0,3.0
46,46,67.0,3.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.07563025504350662,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.07563025504350662,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,67.0,64.0,3.0
47,47,65.0,4.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0784313753247261,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.0784313753247261,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,68.0,65.0,3.0
48,48,68.0,4.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0784313753247261,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.0784313753247261,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,68.0,65.0,3.0
49,49,67.0,5.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,0.08123249560594559,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.08123249560594559,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,70.0,67.0,3.0
50,50,70.0,5.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,0.08123249560594559,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.08123249560594559,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,70.0,67.0,3.0
51,51,49.0,0.0,6.0,6,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,30.0,0.08403361588716507,0.3858267716535433,0.14886229772459544,0.05743505975200927,0.08403361588716507,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,70.0,49.0,21.0
52,52,61.0,0.0,4.5,6,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,30.0,0.08403361588716507,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.08403361588716507,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,70.0,49.0,21.0
53,53,67.0,0.0,1.5,6,0.0,4.5,0.0,0.0,0.0,0.0,1.0,0.0,30.0,0.08403361588716507,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.08403361588716507,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,70.0,49.0,21.0
54,54,70.0,0.0,1.5,6,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,0.08403361588716507,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.08403361588716507,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,70.0,49.0,21.0
55,55,65.0,1.5,0.5,6,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,31.5,0.0882352963089943,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.0882352963089943,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,68.0,65.0,3.0
56,56,68.0,1.5,0.5,6,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,31.5,0.0882352963089943,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.0882352963089943,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,68.0,65.0,3.0
57,57,64.0,2.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,0.08963585644960403,0.5039370078740157,0.25395250790501583,0.127976066975756,0.08963585644960403,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,67.0,64.0,3.0
58,58,67.0,2.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,0.08963585644960403,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.08963585644960403,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,67.0,64.0,3.0
59,59,65.0,3.0,4.5,6,0.0,4.5,0.0,0.0,0.0,0.0,1.0,0.0,33.0,0.09243697673082352,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.09243697673082352,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,68.0,65.0,3.0
