,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.p,loudness_direction_basis.f,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.allegro,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
13,13,63,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.02222222276031971,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.02222222276031971,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,80.0,63.0,17.0
14,14,79,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.02222222276031971,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.02222222276031971,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,80.0,63.0,17.0
15,15,80,0.0,0.0,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.02222222276031971,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.02222222276031971,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,80.0,63.0,17.0
16,16,55,0.5,0.5,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,4.5,0.02469135820865631,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.02469135820865631,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,55.0,22.0
17,17,77,0.5,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,4.5,0.02469135820865631,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.02469135820865631,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,55.0,22.0
18,18,75,0.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,4.75,0.025925925001502037,0.5905511811023622,0.348750697501395,0.20595513631972145,0.025925925001502037,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
19,19,56,1.0,0.5,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.027160493656992912,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.027160493656992912,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,56.0,16.0
20,20,72,1.0,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.027160493656992912,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.027160493656992912,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,56.0,16.0
21,21,75,1.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,5.25,0.028395062312483788,0.5905511811023622,0.348750697501395,0.20595513631972145,0.028395062312483788,0.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
22,22,58,1.5,0.5,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,5.5,0.029629629105329514,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.029629629105329514,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,58.0,16.0
23,23,74,1.5,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,5.5,0.029629629105329514,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.029629629105329514,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,58.0,16.0
24,24,77,1.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,5.75,0.03086419776082039,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.03086419776082039,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
25,25,60,0.0,0.5,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.032098766416311264,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.032098766416311264,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,75.0,60.0,15.0
26,26,75,0.0,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.032098766416311264,0.5905511811023622,0.348750697501395,0.20595513631972145,0.032098766416311264,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,75.0,60.0,15.0
27,27,79,0.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,6.25,0.03333333507180214,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.03333333507180214,0.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
28,28,62,0.5,0.5,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,6.5,0.034567900002002716,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.034567900002002716,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,62.0,15.0
29,29,77,0.5,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,6.5,0.034567900002002716,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.034567900002002716,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,62.0,15.0
30,30,80,0.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,6.75,0.03580246865749359,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.03580246865749359,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0
31,31,63,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.03703703731298447,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.03703703731298447,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,63.0,16.0
32,32,79,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.03703703731298447,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.03703703731298447,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,63.0,16.0
33,33,70,1.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,7.5,0.03950617462396622,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.03950617462396622,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
34,34,70,0.0,1.5,2,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.04197530820965767,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.04197530820965767,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
35,35,63,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,8.5,0.04444444552063942,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.04444444552063942,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,63.0,4.0
36,36,67,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,8.5,0.04444444552063942,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.04444444552063942,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,63.0,4.0
37,37,63,1.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.04691357910633087,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.04691357910633087,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,63.0,4.0
38,38,67,1.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.04691357910633087,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.04691357910633087,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,63.0,4.0
39,39,82,1.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,9.5,0.04938271641731262,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.04938271641731262,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
40,40,82,0.0,1.5,2,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.051851850003004074,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.051851850003004074,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
41,41,62,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,10.5,0.054320987313985825,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.054320987313985825,0.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,65.0,62.0,3.0
42,42,65,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,10.5,0.054320987313985825,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.054320987313985825,0.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,65.0,62.0,3.0
43,43,62,1.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.056790124624967575,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.056790124624967575,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,65.0,62.0,3.0
44,44,65,1.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.056790124624967575,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.056790124624967575,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,65.0,62.0,3.0
45,45,80,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,11.5,0.05925925821065903,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.05925925821065903,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0
46,46,63,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.06172839552164078,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.06172839552164078,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,80.0,63.0,17.0
47,47,79,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.06172839552164078,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.06172839552164078,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,80.0,63.0,17.0
48,48,80,0.0,0.0,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,12.0,0.06172839552164078,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.06172839552164078,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,80.0,63.0,17.0
49,49,67,0.5,0.5,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,12.5,0.06419753283262253,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.06419753283262253,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,77.0,67.0,10.0
50,50,70,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,12.5,0.06419753283262253,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.06419753283262253,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,77.0,67.0,10.0
51,51,77,0.5,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,12.5,0.06419753283262253,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.06419753283262253,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,77.0,67.0,10.0
52,52,75,0.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,12.75,0.0654321014881134,0.5905511811023622,0.348750697501395,0.20595513631972145,0.0654321014881134,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
53,53,65,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.06666667014360428,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.06666667014360428,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,80.0,65.0,15.0
54,54,70,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.06666667014360428,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.06666667014360428,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,80.0,65.0,15.0
55,55,74,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.06666667014360428,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.06666667014360428,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,80.0,65.0,15.0
56,56,80,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.06666667014360428,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.06666667014360428,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,80.0,65.0,15.0
57,57,63,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,13.5,0.06913580000400543,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.06913580000400543,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,79.0,63.0,16.0
58,58,70,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,13.5,0.06913580000400543,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.06913580000400543,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,79.0,63.0,16.0
59,59,75,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,13.5,0.06913580000400543,0.5905511811023622,0.348750697501395,0.20595513631972145,0.06913580000400543,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,79.0,63.0,16.0
