,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.andante,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
28,28,55.0,2.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,5.0,0.022727273404598236,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.022727273404598236,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
29,29,62.0,2.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,5.25,0.02386363595724106,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.02386363595724106,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
30,30,59.0,2.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,5.5,0.02500000037252903,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.02500000037252903,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
31,31,62.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,5.75,0.026136362925171852,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.026136362925171852,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
32,32,55.0,0.0,0.25,3,0.0,1.5,0.0,0.0,0.0,0.0,6.0,0.027272727340459824,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.027272727340459824,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,55.0,24.0
33,33,79.0,0.0,1.5,3,0.0,0.25,0.0,0.0,0.0,0.0,6.0,0.027272727340459824,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.027272727340459824,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,55.0,24.0
34,34,64.0,0.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,6.25,0.028409091755747795,0.5039370078740157,0.25395250790501583,0.127976066975756,0.028409091755747795,0.08333333333333333,0.9166666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
35,35,60.0,0.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,6.5,0.029545454308390617,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.029545454308390617,0.16666666666666666,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
36,36,64.0,0.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,6.75,0.03068181872367859,0.5039370078740157,0.25395250790501583,0.127976066975756,0.03068181872367859,0.25,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
37,37,55.0,1.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,7.0,0.03181818127632141,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.03181818127632141,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
38,38,64.0,1.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,7.25,0.03295454382896423,0.5039370078740157,0.25395250790501583,0.127976066975756,0.03295454382896423,0.41666666666666663,0.5833333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
39,39,60.0,1.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,7.5,0.034090910106897354,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.034090910106897354,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,60.0,21.0
40,40,81.0,1.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,7.5,0.034090910106897354,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.034090910106897354,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,60.0,21.0
41,41,64.0,1.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,7.75,0.035227272659540176,0.5039370078740157,0.25395250790501583,0.127976066975756,0.035227272659540176,0.5833333333333333,0.41666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,64.0,15.0
42,42,79.0,1.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,7.75,0.035227272659540176,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.035227272659540176,0.5833333333333333,0.41666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,64.0,15.0
43,43,55.0,2.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,8.0,0.036363635212183,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.036363635212183,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,78.0,55.0,23.0
44,44,78.0,2.0,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,8.0,0.036363635212183,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.036363635212183,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,78.0,55.0,23.0
45,45,61.0,2.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,8.25,0.03750000149011612,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.03750000149011612,0.75,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,61.0,15.0
46,46,76.0,2.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,8.25,0.03750000149011612,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.03750000149011612,0.75,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,61.0,15.0
47,47,58.0,2.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,8.5,0.03863636404275894,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.03863636404275894,0.8333333333333333,0.16666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,58.0,16.0
48,48,74.0,2.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,8.5,0.03863636404275894,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.03863636404275894,0.8333333333333333,0.16666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,58.0,16.0
49,49,61.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,8.75,0.039772726595401764,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.039772726595401764,0.9166666666666666,0.08333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,73.0,61.0,12.0
50,50,73.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,8.75,0.039772726595401764,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.039772726595401764,0.9166666666666666,0.08333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,61.0,12.0
51,51,55.0,0.0,0.25,3,0.0,0.75,0.0,0.0,0.0,0.0,9.0,0.040909089148044586,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.040909089148044586,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,55.0,19.0
52,52,74.0,0.0,0.75,3,0.0,0.25,0.0,0.0,0.0,0.0,9.0,0.040909089148044586,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.040909089148044586,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,55.0,19.0
53,53,62.0,0.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,9.25,0.04204545542597771,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.04204545542597771,0.25,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
54,54,59.0,0.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,9.5,0.04318181797862053,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.04318181797862053,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
55,55,62.0,0.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,9.75,0.04431818053126335,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.04431818053126335,0.75,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,62.0,9.0
56,56,71.0,0.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,9.75,0.04431818053126335,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.04431818053126335,0.75,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,62.0,9.0
57,57,55.0,1.0,0.25,3,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.04545454680919647,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.04545454680919647,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,55.0,12.0
58,58,67.0,1.0,1.0,3,0.0,0.25,0.0,0.0,0.0,0.0,10.0,0.04545454680919647,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.04545454680919647,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,55.0,12.0
59,59,62.0,1.25,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,10.25,0.046590909361839294,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.046590909361839294,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
60,60,59.0,1.5,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,10.5,0.04772727191448212,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.04772727191448212,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
