,rid,onset,duration,ts,label
143,143,496.0,0.0,3,0.0
144,144,497.0,0.0,3,0.0
145,145,501.0,0.0,3,0.0
146,146,513.0,0.0,3,0.0
147,147,525.0,0.0,3,0.0
148,148,535.0,-0.5,3,0.0
149,149,536.0,0.0,3,0.0
150,150,537.0,0.0,3,0.0
151,151,538.0,0.0,3,0.0
152,152,541.0,-0.5,3,0.0
153,153,542.0,0.0,3,0.0
154,154,543.0,0.0,3,0.0
155,155,544.0,0.0,3,0.0
156,156,547.0,-0.5,3,0.0
157,157,548.0,0.0,3,0.0
158,158,549.0,0.0,3,0.0
159,159,550.0,-0.5,3,0.0
160,160,551.0,0.0,3,0.0
161,161,552.0,0.0,3,0.0
162,162,553.0,-0.5,3,0.0
163,163,554.0,0.0,3,0.0
164,164,555.0,0.0,3,0.0
165,165,556.0,-0.5,3,0.0
166,166,557.0,0.0,3,0.0
167,167,570.0,0.0,3,0.0
168,168,589.0,-0.5,3,0.0
169,169,592.0,-0.5,3,0.0
170,170,595.0,-0.5,3,0.0
171,171,598.0,-0.5,3,0.0
172,172,601.0,0.0,3,0.0
173,173,602.0,0.0,3,0.0
174,174,603.0,-0.5,3,0.0
175,175,604.0,0.0,3,0.0
176,176,605.0,0.0,3,0.0
177,177,606.0,-0.5,3,0.0
178,178,607.0,0.0,3,0.0
179,179,608.0,0.0,3,0.0
180,180,609.0,-0.5,3,0.0
181,181,610.0,0.0,3,0.0
182,182,611.0,0.0,3,0.0
183,183,613.0,-0.5,3,0.0
184,184,616.0,-0.5,3,0.0
185,185,619.0,-0.5,3,0.0
186,186,622.0,-0.5,3,0.0
187,187,625.0,-0.5,3,0.0
188,188,628.0,-0.5,3,0.0
189,189,649.0,0.0,3,0.0
190,190,650.0,0.0,3,0.0
191,191,651.0,-0.5,3,0.0
192,192,651.5,-0.5,3,0.0
193,193,654.0,-0.5,3,0.0
194,194,655.0,0.0,3,0.0
195,195,656.0,0.0,3,0.0
196,196,683.0,0.0,3,0.0
197,197,691.0,0.0,3,0.0
198,198,692.0,0.0,3,0.0
199,199,693.0,0.0,3,0.0
200,200,693.0,2.0,3,0.0
201,201,694.0,0.0,3,0.0
202,202,703.0,0.0,3,0.0
203,203,704.0,0.0,3,0.0
204,204,705.0,0.0,3,0.0
205,205,705.0,2.0,3,0.0
206,206,706.0,0.0,3,0.0
207,207,715.0,0.0,3,0.0
208,208,716.0,0.0,3,0.0
209,209,717.0,0.0,3,0.0
210,210,717.0,2.0,3,0.0
211,211,718.0,0.0,3,0.0
212,212,727.0,0.0,3,0.0
213,213,728.0,0.0,3,0.0
214,214,729.0,0.0,3,0.0
215,215,729.0,2.0,3,0.0
216,216,730.0,0.0,3,0.0
217,217,736.0,0.0,3,0.0
218,218,737.0,0.0,3,0.0
219,219,739.0,0.0,3,0.0
220,220,740.0,0.0,3,0.0
221,221,742.0,0.0,3,0.0
222,222,743.0,0.0,3,0.0
223,223,756.0,0.0,3,0.0
224,224,757.0,0.0,3,0.0
225,225,758.0,0.0,3,0.0
226,226,759.0,0.0,3,0.0
227,227,760.0,0.0,3,0.0
228,228,761.0,0.0,3,0.0
229,229,762.0,0.0,3,0.0
230,230,763.0,0.0,3,0.0
231,231,764.0,0.0,3,0.0
232,232,766.0,0.0,3,0.0
233,233,767.0,0.0,3,0.0
234,234,768.0,2.0,3,0.0
235,235,784.0,0.0,3,0.0
236,236,785.0,0.0,3,0.0
237,237,798.0,0.0,3,0.0
238,238,799.0,0.0,3,0.0
239,239,800.0,0.0,3,0.0
240,240,801.0,0.0,3,0.0
241,241,802.0,0.0,3,0.0
242,242,803.0,0.0,3,0.0
243,243,804.0,0.0,3,0.0
244,244,805.0,0.0,3,0.0
245,245,806.0,0.0,3,0.0
246,246,808.0,0.0,3,0.0
247,247,809.0,0.0,3,0.0
248,248,810.0,2.0,3,0.0
249,249,813.0,0.0,3,0.0
250,250,817.0,0.0,3,0.0
251,251,818.0,0.0,3,0.0
252,252,819.0,2.0,3,0.0
253,253,829.0,0.0,3,0.0
254,254,830.0,0.0,3,0.0
255,255,832.0,0.0,3,0.0
256,256,833.0,-0.5,3,0.0
257,257,839.0,-0.5,3,0.0
258,258,845.0,-0.5,3,0.0
259,259,849.0,0.0,3,0.0
260,260,850.0,0.0,3,0.0
261,261,851.0,-0.5,3,0.0
262,262,859.0,0.0,3,0.0
263,263,860.0,0.0,3,0.0
264,264,865.0,0.0,3,0.0
265,265,866.0,0.0,3,0.0
266,266,871.0,0.0,3,0.0
267,267,872.0,0.0,3,0.0
268,268,925.0,0.0,3,0.0
269,269,926.0,0.0,3,0.0
270,270,927.0,0.0,3,0.0
271,271,937.0,0.0,3,0.0
272,272,938.0,0.0,3,0.0
273,273,939.0,0.0,3,0.0
274,274,949.0,0.0,3,0.0
275,275,950.0,0.0,3,0.0
276,276,952.0,0.0,3,0.0
277,277,953.0,0.0,3,0.0
278,278,955.0,0.0,3,0.0
279,279,956.0,0.0,3,0.0
